ENSG	ENST	CDS_LENGTH	ID	chr
ENSG00000034053	ENST00000558259	2250	APBA2	15
ENSG00000034152	ENST00000342679	1044	MAP2K3	17
ENSG00000034239	ENST00000262103	636	EFCAB1	8
ENSG00000034510	ENST00000233143	135	TMSB10	2
ENSG00000034533	ENST00000514044	2115	ASTE1	3
ENSG00000034677	ENST00000341084	2517	RNF19A	8
ENSG00000034693	ENST00000367591	1122	PEX3	6
ENSG00000034713	ENST00000037243	354	GABARAPL2	16
ENSG00000034971	ENST00000037502	1515	MYOC	1
ENSG00000035115	ENST00000356150	1029	SH3YL1	2
ENSG00000035141	ENST00000430566	738	FAM136A	2
ENSG00000035403	ENST00000211998	3405	VCL	10
ENSG00000035499	ENST00000265036	1590	DEPDC1B	5
ENSG00000035664	ENST00000558069	1467	DAPK2	15
ENSG00000035681	ENST00000427130	2847	NSMAF	8
ENSG00000035687	ENST00000366535	1371	ADSS	1
ENSG00000035720	ENST00000265404	888	STAP1	4
ENSG00000035862	ENST00000262768	663	TIMP2	17
ENSG00000035928	ENST00000381897	3447	RFC1	4
ENSG00000036054	ENST00000394144	2100	TBC1D23	3
ENSG00000036257	ENST00000264414	2307	CUL3	2
ENSG00000036448	ENST00000262113	4398	MYOM2	8
ENSG00000036473	ENST00000039007	1065	OTC	X
ENSG00000036530	ENST00000261835	1503	CYP46A1	14
ENSG00000036549	ENST00000370801	2712	ZZZ3	1
ENSG00000036565	ENST00000276373	1578	SLC18A1	8
ENSG00000036672	ENST00000260187	1818	USP2	11
ENSG00000036828	ENST00000498619	3267	CASR	3
ENSG00000037042	ENST00000251412	1356	TUBG2	17
ENSG00000037241	ENST00000265100	438	RPL26L1	5
ENSG00000037280	ENST00000261937	4092	FLT4	5
ENSG00000037474	ENST00000264670	2304	NSUN2	5
ENSG00000037637	ENST00000375592	2154	FBXO42	1
ENSG00000037749	ENST00000322602	1089	MFAP3	5
ENSG00000037757	ENST00000040663	1110	MRI1	19
ENSG00000037897	ENST00000324871	831	METTL1	12
ENSG00000037965	ENST00000040584	729	HOXC8	12
ENSG00000038002	ENST00000264595	1041	AGA	4
ENSG00000038210	ENST00000264864	1446	PI4K2B	4
ENSG00000038219	ENST00000040738	9156	BOD1L1	4
ENSG00000038274	ENST00000321757	1005	MAT2B	5
ENSG00000038295	ENST00000507499	3111	TLL1	4
ENSG00000038358	ENST00000358933	4206	EDC4	16
ENSG00000038382	ENST00000344204	9294	TRIO	5
ENSG00000038427	ENST00000265077	10191	VCAN	5
ENSG00000038532	ENST00000409790	3162	CLEC16A	16
ENSG00000038945	ENST00000445506	1410	MSR1	8
ENSG00000039068	ENST00000261769	2649	CDH1	16
ENSG00000039123	ENST00000230640	3129	SKIV2L2	5
ENSG00000039139	ENST00000265104	13875	DNAH5	5
ENSG00000039319	ENST00000338008	4620	ZFYVE16	5
ENSG00000039523	ENST00000422602	3720	FAM65A	16
ENSG00000039537	ENST00000263413	2805	C6	5
ENSG00000039560	ENST00000515799	2952	RAI14	5
ENSG00000039600	ENST00000265007	2262	SOX30	5
ENSG00000039650	ENST00000322344	1566	PNKP	19
ENSG00000039987	ENST00000042931	1530	BEST2	19
ENSG00000040199	ENST00000567016	4077	PHLPP2	16
ENSG00000040275	ENST00000265295	1818	CCDC99	5
ENSG00000040341	ENST00000524300	1713	STAU2	8
ENSG00000040487	ENST00000375155	876	PQLC2	1
ENSG00000040531	ENST00000381870	1203	CTNS	17
ENSG00000040608	ENST00000425986	1679	RTN4R	22
ENSG00000040633	ENST00000320316	1212	PHF23	17
ENSG00000040731	ENST00000264463	2367	CDH10	5
ENSG00000040933	ENST00000074304	2934	INPP4A	2
ENSG00000041353	ENST00000262094	657	RAB27B	18
ENSG00000041357	ENST00000044462	786	PSMA4	15
ENSG00000041515	ENST00000356711	5577	MYO16	13
ENSG00000041802	ENST00000265245	1977	LSG1	3
ENSG00000041880	ENST00000398755	1623	PARP3	3
ENSG00000041982	ENST00000350763	6606	TNC	9
ENSG00000041988	ENST00000054650	720	THAP3	1
ENSG00000042062	ENST00000535356	2853	FAM65C	20
ENSG00000042088	ENST00000335725	1827	TDP1	14
ENSG00000042286	ENST00000307864	1122	AIFM2	10
ENSG00000042304	ENST00000264387	453	C2orf83	2
ENSG00000042317	ENST00000393545	1800	SPATA7	14
ENSG00000042429	ENST00000251871	1956	MED17	11
ENSG00000042445	ENST00000295802	1833	RETSAT	2
ENSG00000042493	ENST00000263867	1047	CAPG	2
ENSG00000042753	ENST00000263270	429	AP2S1	19
ENSG00000042781	ENST00000366943	15681	USH2A	1
ENSG00000042813	ENST00000046087	1056	ZPBP	7
ENSG00000042832	ENST00000220616	8307	TG	8
ENSG00000042980	ENST00000265769	2328	ADAM28	8
ENSG00000043039	ENST00000281437	840	BARX2	11
ENSG00000043093	ENST00000292782	780	DCUN1D1	3
ENSG00000043143	ENST00000448712	2553	PHF15	5
ENSG00000043355	ENST00000376335	1599	ZIC2	13
ENSG00000043462	ENST00000046794	1602	LCP2	5
ENSG00000043514	ENST00000316891	1404	TRIT1	1
ENSG00000043591	ENST00000369295	1434	ADRB1	10
ENSG00000044012	ENST00000372581	339	GUCA2B	1
ENSG00000044090	ENST00000535468	5349	CUL7	6
ENSG00000044115	ENST00000302763	2721	CTNNA1	5
ENSG00000044446	ENST00000379942	3708	PHKA2	X
ENSG00000044459	ENST00000380647	4221	CNTLN	9
ENSG00000044524	ENST00000336596	2952	EPHA3	3
ENSG00000044574	ENST00000324460	1965	HSPA5	9
ENSG00000046604	ENST00000261590	3357	DSG2	18
ENSG00000046647	ENST00000380523	729	GEMIN8	X
ENSG00000046651	ENST00000340096	3039	OFD1	X
ENSG00000046653	ENST00000316715	987	GPM6B	X
ENSG00000046774	ENST00000247452	1122	MAGEC2	X
ENSG00000046889	ENST00000288368	4821	PREX2	8
ENSG00000047056	ENST00000263150	1485	WDR37	10
ENSG00000047188	ENST00000161863	4293	YTHDC2	5
ENSG00000047230	ENST00000359276	1761	CTPS2	X
ENSG00000047249	ENST00000359530	1452	ATP6V1H	8
ENSG00000047315	ENST00000314595	3525	POLR2B	4
ENSG00000047346	ENST00000546305	3252	FAM214A	15
ENSG00000047365	ENST00000303965	5115	ARAP2	4
ENSG00000047410	ENST00000367478	7092	TPR	1
ENSG00000047457	ENST00000264613	3198	CP	3
ENSG00000047578	ENST00000261588	4857	KIAA0556	16
ENSG00000047579	ENST00000355917	1059	DTNBP1	6
ENSG00000047597	ENST00000378616	1335	XK	X
ENSG00000047617	ENST00000356134	3000	ANO2	12
ENSG00000047621	ENST00000261250	1659	C12orf4	12
ENSG00000047634	ENST00000380041	990	SCML1	X
ENSG00000047644	ENST00000380861	3279	WWC3	X
ENSG00000047648	ENST00000337414	2925	ARHGAP6	X
ENSG00000047662	ENST00000265018	3183	FAM184B	4
ENSG00000047849	ENST00000426837	6894	MAP4	3
ENSG00000047932	ENST00000368498	1389	GOPC	6
ENSG00000047936	ENST00000368508	7044	ROS1	6
ENSG00000048028	ENST00000003302	3234	USP28	11
ENSG00000048052	ENST00000441542	3210	HDAC9	7
ENSG00000048140	ENST00000310032	999	TSPAN17	5
ENSG00000048162	ENST00000510123	711	NOP16	5
ENSG00000048342	ENST00000413206	4863	CC2D2A	4
ENSG00000048392	ENST00000522368	1225	RRM2B	8
ENSG00000048405	ENST00000265827	1995	ZNF800	7
ENSG00000048462	ENST00000053243	555	TNFRSF17	16
ENSG00000048471	ENST00000566228	2442	SNX29	16
ENSG00000048540	ENST00000540445	504	LMO3	12
ENSG00000048544	ENST00000053468	606	MRPS10	6
ENSG00000048545	ENST00000053469	606	GUCA1A	6
ENSG00000048649	ENST00000308488	4326	RSF1	11
ENSG00000048707	ENST00000358136	13167	VPS13D	1
ENSG00000048740	ENST00000450189	1566	CELF2	10
ENSG00000048828	ENST00000333936	3441	FAM120A	9
ENSG00000048991	ENST00000409606	3303	R3HDM1	2
ENSG00000049089	ENST00000372748	2070	COL9A2	1
ENSG00000049130	ENST00000228280	822	KITLG	12
ENSG00000049167	ENST00000265038	1191	ERCC8	5
ENSG00000049192	ENST00000381055	3354	ADAMTS6	5
ENSG00000049239	ENST00000377403	2376	H6PD	1
ENSG00000049245	ENST00000054666	303	VAMP3	1
ENSG00000049246	ENST00000377532	3633	PER3	1
ENSG00000049247	ENST00000054668	420	UTS2	1
ENSG00000049249	ENST00000377507	768	TNFRSF9	1
ENSG00000049283	ENST00000537145	1983	EPN3	17
ENSG00000049323	ENST00000354476	5169	LTBP1	2
ENSG00000049449	ENST00000054950	996	RCN1	11
ENSG00000049540	ENST00000358929	2379	ELN	7
ENSG00000049541	ENST00000055077	1065	RFC2	7
ENSG00000049618	ENST00000367148	6870	ARID1B	6
ENSG00000049656	ENST00000320895	1617	CLPTM1L	5
ENSG00000049759	ENST00000400345	2928	NEDD4L	18
ENSG00000049768	ENST00000557224	1371	FOXP3	X
ENSG00000049769	ENST00000055335	2400	PPP1R3F	X
ENSG00000049860	ENST00000261416	1671	HEXB	5
ENSG00000049883	ENST00000308077	1167	PTCD2	5
ENSG00000050030	ENST00000055682	4551	KIAA2022	X
ENSG00000050130	ENST00000554271	978	JKAMP	14
ENSG00000050165	ENST00000525493	1095	DKK3	11
ENSG00000050327	ENST00000056217	4794	ARHGEF5	7
ENSG00000050344	ENST00000056233	2085	NFE2L3	7
ENSG00000050393	ENST00000379170	1080	CCDC90A	6
ENSG00000050405	ENST00000394943	2283	LIMA1	12
ENSG00000050426	ENST00000418425	1122	LETMD1	12
ENSG00000050438	ENST00000453097	3282	SLC4A8	12
ENSG00000050555	ENST00000355048	4764	LAMC3	9
ENSG00000050628	ENST00000354608	1290	PTGER3	1
ENSG00000050730	ENST00000509841	1131	TNIP3	4
ENSG00000050748	ENST00000455781	1275	MAPK9	5
ENSG00000050767	ENST00000390654	1623	COL23A1	5
ENSG00000050820	ENST00000418647	2751	BCAR1	16
ENSG00000051009	ENST00000265978	2961	FAM160A2	11
ENSG00000051108	ENST00000439977	1176	HERPUD1	16
ENSG00000051128	ENST00000392351	1086	HOMER3	19
ENSG00000051180	ENST00000382643	1023	RAD51	15
ENSG00000051341	ENST00000264233	7773	POLQ	3
ENSG00000051382	ENST00000289153	3213	PIK3CB	3
ENSG00000051523	ENST00000567174	633	CYBA	16
ENSG00000051596	ENST00000265097	1056	THOC3	5
ENSG00000051620	ENST00000058691	618	HEBP2	6
ENSG00000051825	ENST00000541076	3096	MPHOSPH9	12
ENSG00000052126	ENST00000429027	3849	PLEKHA5	12
ENSG00000052344	ENST00000317508	1032	PRSS8	16
ENSG00000052723	ENST00000369528	636	SIKE1	1
ENSG00000052749	ENST00000370992	3894	RRP12	10
ENSG00000052795	ENST00000379346	3414	FNIP2	4
ENSG00000052802	ENST00000261507	882	MSMO1	4
ENSG00000052841	ENST00000039989	3426	TTC17	11
ENSG00000052850	ENST00000329255	1236	ALX4	11
ENSG00000053108	ENST00000265342	2529	FSTL4	5
ENSG00000053254	ENST00000261302	1473	FOXN3	14
ENSG00000053328	ENST00000338882	1101	METTL24	6
ENSG00000053371	ENST00000235835	1080	AKR7A2	1
ENSG00000053372	ENST00000330263	720	MRTO4	1
ENSG00000053438	ENST00000062104	246	NNAT	20
ENSG00000053501	ENST00000263897	780	USE1	19
ENSG00000053524	ENST00000328913	3345	MCF2L2	3
ENSG00000053702	ENST00000337508	846	NRIP2	12
ENSG00000053747	ENST00000313654	10002	LAMA3	18
ENSG00000053770	ENST00000431972	1515	AP5M1	14
ENSG00000053900	ENST00000510092	2430	ANAPC4	4
ENSG00000053918	ENST00000155840	2031	KCNQ1	11
ENSG00000054116	ENST00000373166	543	TRAPPC3	1
ENSG00000054118	ENST00000354618	2868	THRAP3	1
ENSG00000054148	ENST00000247665	378	PHPT1	9
ENSG00000054179	ENST00000355097	1488	ENTPD2	9
ENSG00000054219	ENST00000554112	5622	LY75	2
ENSG00000054267	ENST00000264183	3939	ARID4B	1
ENSG00000054277	ENST00000366554	1209	OPN3	1
ENSG00000054282	ENST00000366541	2142	SDCCAG8	1
ENSG00000054356	ENST00000295718	2940	PTPRN	2
ENSG00000054392	ENST00000391905	1557	HHAT	1
ENSG00000054523	ENST00000377081	5472	KIF1B	1
ENSG00000054598	ENST00000380874	1662	FOXC1	6
ENSG00000054611	ENST00000337137	1554	TBC1D22A	22
ENSG00000054654	ENST00000358025	20724	SYNE2	14
ENSG00000054690	ENST00000329153	4095	PLEKHH1	14
ENSG00000054793	ENST00000338821	3144	ATP9A	20
ENSG00000054796	ENST00000371263	1191	SPO11	20
ENSG00000054803	ENST00000064571	606	CBLN4	20
ENSG00000054938	ENST00000263671	1356	CHRDL2	11
ENSG00000054965	ENST00000064778	735	FAM168A	11
ENSG00000054967	ENST00000064780	1293	RELT	11
ENSG00000054983	ENST00000261304	2058	GALC	14
ENSG00000055044	ENST00000264279	1590	NOP58	2
ENSG00000055070	ENST00000375590	477	SZRD1	1
ENSG00000055118	ENST00000262186	3480	KCNH2	7
ENSG00000055130	ENST00000325222	2331	CUL1	7
ENSG00000055147	ENST00000351797	1518	FAM114A2	5
ENSG00000055163	ENST00000318218	3837	CYFIP2	5
ENSG00000055208	ENST00000286332	2082	TAB2	6
ENSG00000055211	ENST00000367419	993	GINM1	6
ENSG00000055332	ENST00000233057	1656	EIF2AK2	2
ENSG00000055483	ENST00000312010	3372	USP36	17
ENSG00000055609	ENST00000355193	14907	MLL3	7
ENSG00000055732	ENST00000302814	1662	MCOLN3	1
ENSG00000055813	ENST00000407595	1662	CCDC85A	2
ENSG00000055917	ENST00000361078	3201	PUM2	2
ENSG00000055950	ENST00000370242	786	MRPL43	10
ENSG00000055955	ENST00000485816	2808	ITIH4	3
ENSG00000055957	ENST00000273283	2736	ITIH1	3
ENSG00000056050	ENST00000393381	1041	C4orf27	4
ENSG00000056097	ENST00000265069	3225	ZFR	5
ENSG00000056277	ENST00000370978	2214	ZNF280C	X
ENSG00000056291	ENST00000308744	1569	NPFFR2	4
ENSG00000056487	ENST00000313237	1596	PHF21B	22
ENSG00000056558	ENST00000373887	1251	TRAF1	9
ENSG00000056586	ENST00000357244	3576	RC3H2	9
ENSG00000056661	ENST00000360797	1035	PCGF2	17
ENSG00000056736	ENST00000288167	1509	IL17RB	3
ENSG00000056972	ENST00000340026	1725	TRAF3IP2	6
ENSG00000056998	ENST00000381163	1506	GYG2	X
ENSG00000057019	ENST00000326857	2370	DCBLD2	3
ENSG00000057149	ENST00000283752	1173	SERPINB3	18
ENSG00000057252	ENST00000367619	1653	SOAT1	1
ENSG00000057294	ENST00000070846	2646	PKP2	12
ENSG00000057468	ENST00000263187	2811	MSH4	1
ENSG00000057593	ENST00000375581	1401	F7	13
ENSG00000057608	ENST00000380132	1350	GDI2	10
ENSG00000057657	ENST00000369096	2478	PRDM1	6
ENSG00000057663	ENST00000343245	828	ATG5	6
ENSG00000057704	ENST00000261226	1434	TMCC3	12
ENSG00000057757	ENST00000246151	636	PITHD1	1
ENSG00000057935	ENST00000405094	1785	MTA3	2
ENSG00000058056	ENST00000263966	2592	USP13	3
ENSG00000058063	ENST00000323116	3534	ATP11B	3
ENSG00000058085	ENST00000264144	3582	LAMC2	1
ENSG00000058091	ENST00000380050	1410	CDK14	7
ENSG00000058262	ENST00000464451	1449	SEC61A1	3
ENSG00000058272	ENST00000261207	3093	PPP1R12A	12
ENSG00000058335	ENST00000419573	3822	RASGRF1	15
ENSG00000058404	ENST00000395749	2001	CAMK2B	7
ENSG00000058453	ENST00000375541	6054	CROCC	1
ENSG00000058600	ENST00000299853	2127	POLR3E	16
ENSG00000058668	ENST00000357681	3618	ATP2B4	1
ENSG00000058673	ENST00000332127	2433	ZC3H11A	1
ENSG00000058729	ENST00000283109	1659	RIOK2	5
ENSG00000058799	ENST00000539954	996	YIPF1	1
ENSG00000058804	ENST00000371429	2025	TMEM48	1
ENSG00000058866	ENST00000265022	2376	DGKG	3
ENSG00000059122	ENST00000399667	2298	FLYWCH1	16
ENSG00000059145	ENST00000397462	2271	UNKL	16
ENSG00000059377	ENST00000416849	1743	TBXAS1	7
ENSG00000059378	ENST00000263549	2106	PARP12	7
ENSG00000059573	ENST00000371224	2388	ALDH18A1	10
ENSG00000059588	ENST00000040877	4866	TARBP1	1
ENSG00000059691	ENST00000263985	1674	PET112	4
ENSG00000059728	ENST00000264444	666	MXD1	2
ENSG00000059758	ENST00000261211	1572	CDK17	12
ENSG00000059769	ENST00000313525	1083	DNAJC25	9
ENSG00000059804	ENST00000075120	1491	SLC2A3	12
ENSG00000059915	ENST00000020673	3075	PSD	10
ENSG00000060069	ENST00000299543	2886	CTDP1	18
ENSG00000060138	ENST00000228251	1119	CSDA	12
ENSG00000060140	ENST00000075503	1269	STYK1	12
ENSG00000060237	ENST00000530271	8643	WNK1	12
ENSG00000060339	ENST00000265872	3453	CCAR1	10
ENSG00000060491	ENST00000290291	2034	OGFR	20
ENSG00000060558	ENST00000262958	1125	GNA15	19
ENSG00000060566	ENST00000078445	1386	CREB3L3	19
ENSG00000060642	ENST00000078527	1482	PIGV	1
ENSG00000060656	ENST00000345512	4341	PTPRU	1
ENSG00000060688	ENST00000446633	1230	SNRNP40	1
ENSG00000060709	ENST00000261655	3159	RIMBP2	12
ENSG00000060718	ENST00000358392	5457	COL11A1	1
ENSG00000060749	ENST00000399302	5208	QSER1	11
ENSG00000060762	ENST00000341756	330	MPC1	6
ENSG00000060971	ENST00000333167	1275	ACAA1	3
ENSG00000060982	ENST00000539282	1197	BCAT1	12
ENSG00000061273	ENST00000380610	3045	HDAC7	12
ENSG00000061337	ENST00000265801	1791	LZTS1	8
ENSG00000061455	ENST00000407847	1788	PRDM6	5
ENSG00000061492	ENST00000506684	1110	WNT8A	5
ENSG00000061656	ENST00000374273	1314	SPAG4	20
ENSG00000061676	ENST00000360982	3405	NCKAP1	2
ENSG00000061794	ENST00000081029	972	MRPS35	12
ENSG00000061918	ENST00000502959	1926	GUCY1B3	4
ENSG00000061936	ENST00000541286	3012	SFSWAP	12
ENSG00000061938	ENST00000381916	3261	TNK2	3
ENSG00000061987	ENST00000393630	5157	MON2	12
ENSG00000062038	ENST00000264012	2490	CDH3	16
ENSG00000062096	ENST00000359361	1773	ARSF	X
ENSG00000062194	ENST00000424459	1482	GPBP1	5
ENSG00000062282	ENST00000228027	1167	DGAT2	11
ENSG00000062370	ENST00000536500	2793	ZFP112	19
ENSG00000062485	ENST00000351328	1401	CS	12
ENSG00000062524	ENST00000263800	2595	LTK	15
ENSG00000062582	ENST00000317534	504	MRPS24	7
ENSG00000062598	ENST00000439931	2199	ELMO2	20
ENSG00000062650	ENST00000342368	3828	WAPAL	10
ENSG00000062716	ENST00000262291	1221	VMP1	17
ENSG00000062725	ENST00000083182	1758	APPBP2	17
ENSG00000062822	ENST00000440232	3324	POLD1	19
ENSG00000063015	ENST00000317338	2985	SEZ6	17
ENSG00000063046	ENST00000420463	1851	EIF4B	12
ENSG00000063127	ENST00000335875	2211	SLC6A16	19
ENSG00000063169	ENST00000396720	4683	GLTSCR1	19
ENSG00000063176	ENST00000443164	2286	SPHK2	19
ENSG00000063177	ENST00000084795	571	RPL18	19
ENSG00000063180	ENST00000084798	987	CA11	19
ENSG00000063241	ENST00000085068	666	ISOC2	19
ENSG00000063244	ENST00000308924	1428	U2AF2	19
ENSG00000063245	ENST00000411543	1989	EPN1	19
ENSG00000063322	ENST00000315588	666	MED29	19
ENSG00000063438	ENST00000316418	2160	AHRR	5
ENSG00000063515	ENST00000086933	618	GSC2	22
ENSG00000063587	ENST00000440091	1380	ZNF275	X
ENSG00000063601	ENST00000445323	2022	MTMR1	X
ENSG00000063660	ENST00000420138	1795	GPC1	2
ENSG00000063761	ENST00000238561	1572	ADCK1	14
ENSG00000063854	ENST00000397356	927	HAGH	16
ENSG00000063978	ENST00000314289	573	RNF4	4
ENSG00000064012	ENST00000358485	1617	CASP8	2
ENSG00000064042	ENST00000503057	4404	LIMCH1	4
ENSG00000064102	ENST00000261191	2121	ASUN	12
ENSG00000064115	ENST00000343028	1713	TM7SF3	12
ENSG00000064195	ENST00000434704	864	DLX3	17
ENSG00000064199	ENST00000227135	456	SPA17	11
ENSG00000064201	ENST00000182290	963	TSPAN32	11
ENSG00000064205	ENST00000190983	753	WISP2	20
ENSG00000064218	ENST00000190165	1419	DMRT3	9
ENSG00000064225	ENST00000394162	996	ST3GAL6	3
ENSG00000064270	ENST00000416219	2928	ATP2C2	16
ENSG00000064300	ENST00000172229	1284	NGFR	17
ENSG00000064309	ENST00000392693	3864	CDON	11
ENSG00000064313	ENST00000378164	3600	TAF2	8
ENSG00000064393	ENST00000406875	3597	HIPK2	7
ENSG00000064419	ENST00000393245	2874	TNPO3	7
ENSG00000064489	ENST00000354191	360	MEF2BNB-MEF2B	19
ENSG00000064490	ENST00000303088	783	RFXANK	19
ENSG00000064545	ENST00000162044	1440	TMEM161A	19
ENSG00000064547	ENST00000407877	1056	LPAR2	19
ENSG00000064601	ENST00000372484	1497	CTSA	20
ENSG00000064607	ENST00000337018	3249	SUGP2	19
ENSG00000064651	ENST00000262461	3639	SLC12A2	5
ENSG00000064652	ENST00000395451	609	SNX24	5
ENSG00000064655	ENST00000327619	1617	EYA2	20
ENSG00000064666	ENST00000562958	993	CNN2	19
ENSG00000064687	ENST00000263094	6441	ABCA7	19
ENSG00000064692	ENST00000261367	3051	SNCAIP	5
ENSG00000064703	ENST00000369702	2475	DDX20	1
ENSG00000064726	ENST00000261721	1449	BTBD1	15
ENSG00000064763	ENST00000182377	1548	FAR2	12
ENSG00000064787	ENST00000371440	1845	BCAS1	20
ENSG00000064835	ENST00000344265	954	POU1F1	3
ENSG00000064886	ENST00000369748	1173	CHI3L2	1
ENSG00000064932	ENST00000361757	4101	SBNO2	19
ENSG00000064933	ENST00000441310	2799	PMS1	2
ENSG00000064961	ENST00000333651	954	HMG20B	19
ENSG00000064989	ENST00000392370	1386	CALCRL	2
ENSG00000064995	ENST00000361288	636	TAF11	6
ENSG00000064999	ENST00000360359	3405	ANKS1A	6
ENSG00000065000	ENST00000355272	3648	AP3D1	19
ENSG00000065029	ENST00000373953	1713	ZNF76	6
ENSG00000065054	ENST00000424542	1014	SLC9A3R2	16
ENSG00000065057	ENST00000219066	939	NTHL1	16
ENSG00000065060	ENST00000192788	4323	UHRF1BP1	6
ENSG00000065135	ENST00000369851	1065	GNAI3	1
ENSG00000065150	ENST00000261574	3348	IPO5	13
ENSG00000065154	ENST00000368845	1320	OAT	10
ENSG00000065183	ENST00000349139	2832	WDR3	1
ENSG00000065243	ENST00000370521	2955	PKN2	1
ENSG00000065268	ENST00000251289	1299	WDR18	19
ENSG00000065308	ENST00000182527	1113	TRAM2	6
ENSG00000065320	ENST00000173229	1815	NTN1	17
ENSG00000065325	ENST00000262441	1662	GLP2R	17
ENSG00000065328	ENST00000361282	2628	MCM10	10
ENSG00000065357	ENST00000331886	2208	DGKA	12
ENSG00000065361	ENST00000267101	4029	ERBB3	12
ENSG00000065371	ENST00000184183	639	ROPN1	3
ENSG00000065413	ENST00000282272	2958	ANKRD44	2
ENSG00000065427	ENST00000319410	1878	KARS	16
ENSG00000065457	ENST00000307921	1509	ADAT1	16
ENSG00000065485	ENST00000316218	1560	PDIA5	3
ENSG00000065491	ENST00000373491	1518	TBC1D22B	6
ENSG00000065518	ENST00000184266	390	NDUFB4	3
ENSG00000065526	ENST00000375759	10995	SPEN	1
ENSG00000065534	ENST00000360304	5745	MYLK	3
ENSG00000065548	ENST00000337859	1281	ZC3H15	2
ENSG00000065559	ENST00000415385	1233	MAP2K4	17
ENSG00000065600	ENST00000535273	1236	TMEM206	1
ENSG00000065609	ENST00000369694	2724	SNAP91	6
ENSG00000065613	ENST00000369755	3708	SLK	10
ENSG00000065615	ENST00000369681	1566	CYB5R4	6
ENSG00000065618	ENST00000353479	4494	COL17A1	10
ENSG00000065621	ENST00000338595	732	GSTO2	10
ENSG00000065665	ENST00000298428	1431	SEC61A2	10
ENSG00000065675	ENST00000263125	2121	PRKCQ	10
ENSG00000065717	ENST00000590536	2235	TLE2	19
ENSG00000065802	ENST00000264607	1008	ASB1	2
ENSG00000065809	ENST00000181796	921	FAM107B	10
ENSG00000065833	ENST00000369705	1719	ME1	6
ENSG00000065882	ENST00000261439	3507	TBC1D1	4
ENSG00000065883	ENST00000181839	4539	CDK13	7
ENSG00000065911	ENST00000394053	1053	MTHFD2	2
ENSG00000065923	ENST00000328306	2178	SLC9A7	X
ENSG00000065970	ENST00000162391	1725	FOXJ2	12
ENSG00000065978	ENST00000436427	1124	YBX1	1
ENSG00000065989	ENST00000352831	2661	PDE4A	19
ENSG00000066027	ENST00000261461	1461	PPP2R5A	1
ENSG00000066032	ENST00000402739	2862	CTNNA2	2
ENSG00000066044	ENST00000351593	1062	ELAVL1	19
ENSG00000066056	ENST00000372476	3417	TIE1	1
ENSG00000066084	ENST00000301180	4731	DIP2B	12
ENSG00000066117	ENST00000394963	1548	SMARCD1	12
ENSG00000066135	ENST00000372396	3195	KDM4A	1
ENSG00000066136	ENST00000308733	1377	NFYC	1
ENSG00000066185	ENST00000372565	1098	ZMYND12	1
ENSG00000066230	ENST00000264938	2505	SLC9A3	5
ENSG00000066248	ENST00000264051	2133	NGEF	2
ENSG00000066279	ENST00000367409	10434	ASPM	1
ENSG00000066294	ENST00000311224	1038	CD84	1
ENSG00000066322	ENST00000372458	840	ELOVL1	1
ENSG00000066336	ENST00000227163	816	SPI1	11
ENSG00000066379	ENST00000332435	381	ZNRD1	6
ENSG00000066382	ENST00000358117	885	MPPED2	11
ENSG00000066405	ENST00000183605	786	CLDN18	3
ENSG00000066422	ENST00000312938	3162	ZBTB11	3
ENSG00000066427	ENST00000545170	1113	ATXN3	14
ENSG00000066455	ENST00000163416	2196	GOLGA5	14
ENSG00000066468	ENST00000457416	2469	FGFR2	10
ENSG00000066557	ENST00000370952	1809	LRRC40	1
ENSG00000066583	ENST00000173527	897	ISOC1	5
ENSG00000066629	ENST00000334192	2505	EML1	14
ENSG00000066651	ENST00000334379	1392	TRMT11	6
ENSG00000066654	ENST00000431224	1320	THUMPD1	16
ENSG00000066697	ENST00000395067	828	MSANTD3	9
ENSG00000066735	ENST00000423312	5649	KIF26A	14
ENSG00000066739	ENST00000359933	6237	ATG2B	14
ENSG00000066777	ENST00000262215	5550	ARFGEF1	8
ENSG00000066813	ENST00000329697	1734	ACSM2B	16
ENSG00000066827	ENST00000377838	3732	ZFAT	8
ENSG00000066855	ENST00000262146	1002	MTFR1	8
ENSG00000066923	ENST00000317296	3678	STAG3	7
